TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,TPA,X,Y,geometry
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162781.9422716135,1567561.4364444788,POINT (-2162781.9422716135 1567561.4364444788)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162734.5795584777,1567564.4480053647,POINT (-2162734.5795584777 1567564.4480053647)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162732.767416597,1567562.8063543173,POINT (-2162732.767416597 1567562.8063543173)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162685.246701262,1567565.5945660032,POINT (-2162685.246701262 1567565.5945660032)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162521.0306057995,1567578.426415806,POINT (-2162521.0306057995 1567578.426415806)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162520.4448896814,1567572.428654171,POINT (-2162520.4448896814 1567572.428654171)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162775.0724028135,1567557.3090435038,POINT (-2162775.0724028135 1567557.3090435038)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162785.1373506626,1567557.4224137794,POINT (-2162785.1373506626 1567557.4224137794)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162794.910012849,1567561.7461644576,POINT (-2162794.910012849 1567561.7461644576)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162762.2839510525,1567333.4336746684,POINT (-2162762.2839510525 1567333.4336746684)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162682.8821328543,1567564.3069318575,POINT (-2162682.8821328543 1567564.3069318575)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162705.739088269,1567524.9785942535,POINT (-2162705.739088269 1567524.9785942535)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162697.825418257,1567535.907965055,POINT (-2162697.825418257 1567535.907965055)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162684.3533131466,1567532.4476983366,POINT (-2162684.3533131466 1567532.4476983366)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162681.8950564945,1567531.480330318,POINT (-2162681.8950564945 1567531.480330318)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162684.6640115604,1567534.1228347912,POINT (-2162684.6640115604 1567534.1228347912)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162522.594889073,1567559.4462730256,POINT (-2162522.594889073 1567559.4462730256)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162699.704197983,1567556.0582490114,POINT (-2162699.704197983 1567556.0582490114)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162699.3974600607,1567561.7533420946,POINT (-2162699.3974600607 1567561.7533420946)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162702.0335025927,1567568.4301624603,POINT (-2162702.0335025927 1567568.4301624603)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162708.3120852597,1567566.6133958444,POINT (-2162708.3120852597 1567566.6133958444)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162680.803668614,1567565.1908069311,POINT (-2162680.803668614 1567565.1908069311)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162772.752272331,1567539.4904578733,POINT (-2162772.752272331 1567539.4904578733)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162654.574474767,1567155.1383992021,POINT (-2162654.574474767 1567155.1383992021)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162614.6124985074,1567149.8718762856,POINT (-2162614.6124985074 1567149.8718762856)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162606.209250292,1567155.933848546,POINT (-2162606.209250292 1567155.933848546)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162619.6510626785,1567159.6724052895,POINT (-2162619.6510626785 1567159.6724052895)
200937,10088,801,1,61.976,13.1064,0.45,0.00024690435073999997,-2162786.7602951215,1567136.2828510143,POINT (-2162786.7602951215 1567136.2828510143)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162754.133203226,1567164.540264334,POINT (-2162754.133203226 1567164.540264334)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162762.1774644223,1567169.807737788,POINT (-2162762.1774644223 1567169.807737788)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162749.2226608833,1567176.8422255737,POINT (-2162749.2226608833 1567176.8422255737)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162663.775744187,1567161.7542994956,POINT (-2162663.775744187 1567161.7542994956)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162618.9538327255,1567155.6285578676,POINT (-2162618.9538327255 1567155.6285578676)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162668.059787708,1567155.3016109287,POINT (-2162668.059787708 1567155.3016109287)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162701.3158238693,1567152.8790044861,POINT (-2162701.3158238693 1567152.8790044861)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162704.616709458,1567163.2083190202,POINT (-2162704.616709458 1567163.2083190202)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162695.1449243207,1567154.1717410763,POINT (-2162695.1449243207 1567154.1717410763)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162697.2895204453,1567154.8273838074,POINT (-2162697.2895204453 1567154.8273838074)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162766.8061907073,1567169.664724287,POINT (-2162766.8061907073 1567169.664724287)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162708.597839101,1567161.1330694035,POINT (-2162708.597839101 1567161.1330694035)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162785.743019747,1567138.9859243957,POINT (-2162785.743019747 1567138.9859243957)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162757.528074788,1567156.5489837686,POINT (-2162757.528074788 1567156.5489837686)
200945,10088,801,1,82.04199999999999,21.640800000000002,0.5,0.00024690435073999997,-2162778.0512647824,1567145.748424755,POINT (-2162778.0512647824 1567145.748424755)
200942,10088,801,1,65.024,18.288,0.4,0.00024690435073999997,-2162782.9144229265,1567148.3907253717,POINT (-2162782.9144229265 1567148.3907253717)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162775.018167817,1567140.8530946216,POINT (-2162775.018167817 1567140.8530946216)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162776.0929124267,1567142.4466305766,POINT (-2162776.0929124267 1567142.4466305766)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162769.0949945454,1567148.7421866865,POINT (-2162769.0949945454 1567148.7421866865)
200950,10088,801,1,67.056,18.5928,0.2,0.00024690435073999997,-2162771.449035119,1567139.350959292,POINT (-2162771.449035119 1567139.350959292)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162784.440495347,1567140.4676810098,POINT (-2162784.440495347 1567140.4676810098)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162705.798034461,1567151.666125836,POINT (-2162705.798034461 1567151.666125836)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162791.057393796,1567142.472090604,POINT (-2162791.057393796 1567142.472090604)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162796.4632861754,1567139.5740508854,POINT (-2162796.4632861754 1567139.5740508854)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162590.59115541,1567153.9293853603,POINT (-2162590.59115541 1567153.9293853603)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162779.229564577,1567139.2803131544,POINT (-2162779.229564577 1567139.2803131544)
200945,10088,801,1,82.04199999999999,21.640800000000002,0.5,0.00024690435073999997,-2162590.3245253796,1567158.5724343453,POINT (-2162590.3245253796 1567158.5724343453)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162591.1632909128,1567151.6602614608,POINT (-2162591.1632909128 1567151.6602614608)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162610.918709029,1567163.197565175,POINT (-2162610.918709029 1567163.197565175)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162739.4077208373,1567175.0718683845,POINT (-2162739.4077208373 1567175.0718683845)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162597.9693009327,1567173.7613737546,POINT (-2162597.9693009327 1567173.7613737546)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162604.30652566,1567178.6291408518,POINT (-2162604.30652566 1567178.6291408518)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162631.1824774332,1567164.9013165836,POINT (-2162631.1824774332 1567164.9013165836)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162682.62918317,1567173.4139195944,POINT (-2162682.62918317 1567173.4139195944)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162690.5518370555,1567172.7962709344,POINT (-2162690.5518370555 1567172.7962709344)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162683.3860502914,1567167.0014748978,POINT (-2162683.3860502914 1567167.0014748978)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162702.0124238776,1567171.4324385868,POINT (-2162702.0124238776 1567171.4324385868)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162717.301540282,1567166.1902743715,POINT (-2162717.301540282 1567166.1902743715)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162590.7644180977,1567168.8886508609,POINT (-2162590.7644180977 1567168.8886508609)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162746.0697844094,1567178.380269932,POINT (-2162746.0697844094 1567178.380269932)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162744.745700743,1567174.237221333,POINT (-2162744.745700743 1567174.237221333)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162743.795717233,1567168.3908143844,POINT (-2162743.795717233 1567168.3908143844)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162751.92131317,1567174.6829597936,POINT (-2162751.92131317 1567174.6829597936)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162763.983887494,1567173.429424671,POINT (-2162763.983887494 1567173.429424671)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162767.4430942843,1567177.849946606,POINT (-2162767.4430942843 1567177.849946606)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162604.675724082,1567175.2909050055,POINT (-2162604.675724082 1567175.2909050055)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162671.4848816027,1567141.2823942255,POINT (-2162671.4848816027 1567141.2823942255)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162598.047523363,1567169.488169242,POINT (-2162598.047523363 1567169.488169242)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162696.0386136426,1567152.9549093714,POINT (-2162696.0386136426 1567152.9549093714)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162761.0543125,1567160.7339877586,POINT (-2162761.0543125 1567160.7339877586)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162759.768682771,1567158.7762169593,POINT (-2162759.768682771 1567158.7762169593)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162763.48827053,1567163.7860328078,POINT (-2162763.48827053 1567163.7860328078)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162764.357591745,1567163.2625786685,POINT (-2162764.357591745 1567163.2625786685)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162758.8263567747,1567150.086936266,POINT (-2162758.8263567747 1567150.086936266)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162762.9549161503,1567151.6980910164,POINT (-2162762.9549161503 1567151.6980910164)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162756.4651717166,1567151.1766756335,POINT (-2162756.4651717166 1567151.1766756335)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162656.3142351694,1567161.243604619,POINT (-2162656.3142351694 1567161.243604619)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162740.4419244057,1567155.0229286712,POINT (-2162740.4419244057 1567155.0229286712)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162752.5194435297,1567160.8295722662,POINT (-2162752.5194435297 1567160.8295722662)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162751.548862575,1567151.964324066,POINT (-2162751.548862575 1567151.964324066)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162744.8442598674,1567150.5043292844,POINT (-2162744.8442598674 1567150.5043292844)
200942,10088,801,1,65.024,18.288,0.4,0.00024690435073999997,-2162698.3352186265,1567158.445752419,POINT (-2162698.3352186265 1567158.445752419)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162590.2775040604,1567143.7385401751,POINT (-2162590.2775040604 1567143.7385401751)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162613.0325024216,1567129.0398208715,POINT (-2162613.0325024216 1567129.0398208715)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162610.390704248,1567135.5922020236,POINT (-2162610.390704248 1567135.5922020236)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162791.3177671805,1567131.810954922,POINT (-2162791.3177671805 1567131.810954922)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162786.716411212,1567130.2380146482,POINT (-2162786.716411212 1567130.2380146482)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162787.478331487,1567131.0326557772,POINT (-2162787.478331487 1567131.0326557772)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162606.983923002,1567141.201102913,POINT (-2162606.983923002 1567141.201102913)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162580.898447378,1567775.3647262899,POINT (-2162580.898447378 1567775.3647262899)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162601.093293404,1567144.7484752543,POINT (-2162601.093293404 1567144.7484752543)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162591.7041429277,1567137.5307621188,POINT (-2162591.7041429277 1567137.5307621188)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162600.669518114,1567138.965150109,POINT (-2162600.669518114 1567138.965150109)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162603.2344911224,1567148.4124259725,POINT (-2162603.2344911224 1567148.4124259725)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162595.6109220306,1567135.4656070434,POINT (-2162595.6109220306 1567135.4656070434)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162591.4115379225,1567137.84264205,POINT (-2162591.4115379225 1567137.84264205)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162623.123020307,1567142.4305747545,POINT (-2162623.123020307 1567142.4305747545)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162623.2338179885,1567130.6426871077,POINT (-2162623.2338179885 1567130.6426871077)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162671.564967754,1567126.889690712,POINT (-2162671.564967754 1567126.889690712)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162613.5989031517,1567132.4128128323,POINT (-2162613.5989031517 1567132.4128128323)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162566.6424680585,1567837.3751940308,POINT (-2162566.6424680585 1567837.3751940308)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162570.363895791,1567831.69243337,POINT (-2162570.363895791 1567831.69243337)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162559.6221881714,1567834.2890742994,POINT (-2162559.6221881714 1567834.2890742994)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162578.4997135433,1567824.6054549168,POINT (-2162578.4997135433 1567824.6054549168)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162597.8470508694,1567775.5923658346,POINT (-2162597.8470508694 1567775.5923658346)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162606.0715288003,1567145.796391725,POINT (-2162606.0715288003 1567145.796391725)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162582.851566367,1567828.7585473058,POINT (-2162582.851566367 1567828.7585473058)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162576.449397615,1567824.4024270652,POINT (-2162576.449397615 1567824.4024270652)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162575.4304700783,1567832.3651065473,POINT (-2162575.4304700783 1567832.3651065473)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162562.598618769,1567833.4347870266,POINT (-2162562.598618769 1567833.4347870266)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162601.5628695157,1567768.5228870073,POINT (-2162601.5628695157 1567768.5228870073)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162582.932992669,1567768.8793139881,POINT (-2162582.932992669 1567768.8793139881)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162575.448093468,1567769.6376503299,POINT (-2162575.448093468 1567769.6376503299)
200938,10088,801,1,50.038,13.411200000000001,0.55,0.00148708925683,-2162655.2421814874,1567146.8724260135,POINT (-2162655.2421814874 1567146.8724260135)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162636.849487154,1567151.9470956305,POINT (-2162636.849487154 1567151.9470956305)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162642.1232327214,1567152.7707517524,POINT (-2162642.1232327214 1567152.7707517524)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162645.477163907,1567158.3531837212,POINT (-2162645.477163907 1567158.3531837212)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162649.2342561022,1567161.7887761542,POINT (-2162649.2342561022 1567161.7887761542)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162602.1318407124,1567155.4009626396,POINT (-2162602.1318407124 1567155.4009626396)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162648.0285509494,1567141.0175910925,POINT (-2162648.0285509494 1567141.0175910925)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162636.0099329897,1567143.1918073397,POINT (-2162636.0099329897 1567143.1918073397)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162636.355979275,1567148.6506726872,POINT (-2162636.355979275 1567148.6506726872)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162644.9703899664,1567150.7718837275,POINT (-2162644.9703899664 1567150.7718837275)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162653.295444186,1567134.712089678,POINT (-2162653.295444186 1567134.712089678)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162658.8508599596,1567144.0061041075,POINT (-2162658.8508599596 1567144.0061041075)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162655.0055458057,1567140.2650363068,POINT (-2162655.0055458057 1567140.2650363068)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162627.213792821,1567149.8166750404,POINT (-2162627.213792821 1567149.8166750404)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162677.1952732475,1567144.4765015377,POINT (-2162677.1952732475 1567144.4765015377)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162639.2649816135,1567140.7893279972,POINT (-2162639.2649816135 1567140.7893279972)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162770.2068712874,1567140.9806306597,POINT (-2162770.2068712874 1567140.9806306597)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162794.255100428,1567225.5022612072,POINT (-2162794.255100428 1567225.5022612072)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162642.861866251,1567157.5633695982,POINT (-2162642.861866251 1567157.5633695982)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162623.605401611,1567154.7932996212,POINT (-2162623.605401611 1567154.7932996212)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162631.822853092,1567144.9371956913,POINT (-2162631.822853092 1567144.9371956913)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162620.7104601124,1567138.4779801196,POINT (-2162620.7104601124 1567138.4779801196)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162621.1150734993,1567138.743257054,POINT (-2162621.1150734993 1567138.743257054)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162631.869801065,1567136.0545860324,POINT (-2162631.869801065 1567136.0545860324)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162620.7129493207,1567144.9027918477,POINT (-2162620.7129493207 1567144.9027918477)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162624.26254617,1567139.5810847355,POINT (-2162624.26254617 1567139.5810847355)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162607.160436662,1567146.5337820689,POINT (-2162607.160436662 1567146.5337820689)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162616.534706047,1567135.6993798893,POINT (-2162616.534706047 1567135.6993798893)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162618.022100815,1567148.9889011357,POINT (-2162618.022100815 1567148.9889011357)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162609.4073664695,1567146.2534205774,POINT (-2162609.4073664695 1567146.2534205774)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162613.903454043,1567138.03558251,POINT (-2162613.903454043 1567138.03558251)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162615.055299632,1567135.205444096,POINT (-2162615.055299632 1567135.205444096)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162617.014207386,1567134.4731856594,POINT (-2162617.014207386 1567134.4731856594)
200940,10088,801,1,22.352000000000004,10.0584,0.3,0.00148708925683,-2162731.514791473,1567328.5615061142,POINT (-2162731.514791473 1567328.5615061142)
200934,10088,801,1,70.104,18.288,0.4,0.00024690435073999997,-2162660.906130294,1567302.9927715445,POINT (-2162660.906130294 1567302.9927715445)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162773.818266521,1567287.294629199,POINT (-2162773.818266521 1567287.294629199)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162769.0757839633,1567290.6972118325,POINT (-2162769.0757839633 1567290.6972118325)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162649.0663216366,1567319.8633358618,POINT (-2162649.0663216366 1567319.8633358618)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162657.481740449,1567323.6314029824,POINT (-2162657.481740449 1567323.6314029824)
200943,10088,801,1,13.97,9.144,0.3,0.00148708925683,-2162655.779680893,1567322.6052236496,POINT (-2162655.779680893 1567322.6052236496)
200934,10088,801,1,70.104,18.288,0.4,0.00024690435073999997,-2162688.910348444,1567321.8779554958,POINT (-2162688.910348444 1567321.8779554958)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162689.4329628483,1567318.2649434682,POINT (-2162689.4329628483 1567318.2649434682)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162657.2263073935,1567312.690039919,POINT (-2162657.2263073935 1567312.690039919)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162753.8275616625,1567327.1924892403,POINT (-2162753.8275616625 1567327.1924892403)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162751.192353805,1567321.676657113,POINT (-2162751.192353805 1567321.676657113)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162759.749403,1567328.240043002,POINT (-2162759.749403 1567328.240043002)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162754.453312287,1567323.9192996633,POINT (-2162754.453312287 1567323.9192996633)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162761.387932123,1567322.0057553719,POINT (-2162761.387932123 1567322.0057553719)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162768.894870662,1567325.584307426,POINT (-2162768.894870662 1567325.584307426)
200932,10088,801,2,18.796000000000003,3.3528000000000002,,0.00148708925683,-2162781.1657112124,1567320.0848727764,POINT (-2162781.1657112124 1567320.0848727764)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162788.1075116997,1567310.426303344,POINT (-2162788.1075116997 1567310.426303344)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162743.744443568,1567301.5852321289,POINT (-2162743.744443568 1567301.5852321289)
200944,10088,801,1,58.928,19.2024,0.45,0.00148708925683,-2162771.6732655526,1567270.867860742,POINT (-2162771.6732655526 1567270.867860742)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162715.6572798835,1567272.452290836,POINT (-2162715.6572798835 1567272.452290836)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162786.7015708005,1567304.1029026536,POINT (-2162786.7015708005 1567304.1029026536)
200947,10088,801,1,36.322,12.192,0.5,0.00148708925683,-2162798.612107814,1567311.2591177693,POINT (-2162798.612107814 1567311.2591177693)
200946,10088,801,1,23.368,8.8392,0.5,0.00148708925683,-2162754.707869752,1567305.633280507,POINT (-2162754.707869752 1567305.633280507)
200951,10088,801,1,21.082,13.1064,0.7,0.00148708925683,-2162767.485005181,1567308.9796924626,POINT (-2162767.485005181 1567308.9796924626)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162754.317609292,1567301.112011818,POINT (-2162754.317609292 1567301.112011818)
200933,10088,801,1,49.022000000000006,14.020800000000001,0.55,0.00148708925683,-2162771.5075334474,1567324.1377144845,POINT (-2162771.5075334474 1567324.1377144845)
200931,10088,801,1,39.624,13.716000000000001,0.4,0.00148708925683,-2162792.394110188,1567312.0195278062,POINT (-2162792.394110188 1567312.0195278062)
200941,10088,801,1,40.386,9.144,0.4,0.00148708925683,-2162791.0233529257,1567311.186919849,POINT (-2162791.0233529257 1567311.186919849)
200930,10088,801,1,16.764,5.1816,0.55,0.00148708925683,-2162663.0039233756,1567325.7393739643,POINT (-2162663.0039233756 1567325.7393739643)
200948,10088,801,1,24.892000000000003,10.0584,0.15,0.00148708925683,-2162672.760620061,1567314.9571955183,POINT (-2162672.760620061 1567314.9571955183)
200935,10088,801,1,54.61,14.325600000000001,0.35,0.00148708925683,-2162672.322604519,1567320.1897968447,POINT (-2162672.322604519 1567320.1897968447)
200939,10088,807,1,56.642,18.5928,0.55,0.00148708925683,-2162677.6016839882,1567317.1853122457,POINT (-2162677.6016839882 1567317.1853122457)
